collector_fullname,observation_subject,inat_upload,is_wild,taxon_name,no_name_on_list,name_proposition,sample_id,picture_panel,picture_general,picture_detail,picture_cut,picture_panel_label,picture_free,x_coord,y_coord,ipen,herbivory_(percent),comment_eco,soil_type,weather,temperature_(°C),comment_env,date,collector_orcid,collector_inat,extracted_id,project,geometry
Émilie Lab,Leaf,1,0,Rhododendron hyppophaeoides,0,,dbgi_008398,DCIM/jbc/Rhododendron hyppophaeoides_dbgi_008398_01.jpg,DCIM/jbc/Rhododendron hyppophaeoides_dbgi_008398_02.jpg,DCIM/jbc/Rhododendron hyppophaeoides_dbgi_008398_03.jpg,DCIM/jbc/Rhododendron hyppophaeoides_dbgi_008398_04.jpg,DCIM/jbc/Rhododendron hyppophaeoides_dbgi_008398_05.jpg,,2574801.612744113,1097953.7266690426,,,,,,,,20250625093355,,,dbgi_008398,jbc,POINT (2574801.612744113 1097953.7266690426)
Émilie Lab,Leaf,1,0,Chamaecytisus aggregatus,0,,dbgi_008474,DCIM/jbc/Chamaecytisus aggregatus_dbgi_008474_01.jpg,DCIM/jbc/Chamaecytisus aggregatus_dbgi_008474_02.jpg,DCIM/jbc/Chamaecytisus aggregatus_dbgi_008474_03.jpg,DCIM/jbc/Chamaecytisus aggregatus_dbgi_008474_04.jpg,DCIM/jbc/Chamaecytisus aggregatus_dbgi_008474_05.jpg,,2574800.4197172374,1097952.704074578,,,,,,,,20250625093702,,,dbgi_008474,jbc,POINT (2574800.4197172374 1097952.704074578)
Émilie Lab,Leaf,1,0,Rhododendron keleticum,0,,dbgi_008512,DCIM/jbc/Rhododendron keleticum_dbgi_008512_01.jpg,DCIM/jbc/Rhododendron keleticum_dbgi_008512_02.jpg,DCIM/jbc/Rhododendron keleticum_dbgi_008512_03.jpg,DCIM/jbc/Rhododendron keleticum_dbgi_008512_04.jpg,DCIM/jbc/Rhododendron keleticum_dbgi_008512_05.jpg,,2574789.9381239745,1097956.027506588,,,,,,,,20250625094138,,,dbgi_008512,jbc,POINT (2574789.9381239745 1097956.027506588)
Émilie Lab,Leaf,1,0,Salix rotundifolia,0,,dbgi_008433,DCIM/jbc/Salix rotundifolia_dbgi_008433_01.jpg,DCIM/jbc/Salix rotundifolia_dbgi_008433_02.jpg,DCIM/jbc/Salix rotundifolia_dbgi_008433_03.jpg,DCIM/jbc/Salix rotundifolia_dbgi_008433_04.jpg,DCIM/jbc/Salix rotundifolia_dbgi_008433_05.jpg,,2574791.642448082,1097956.6240200258,,,,,,,,20250625094313,,,dbgi_008433,jbc,POINT (2574791.642448082 1097956.6240200258)
Émilie Lab,Leaf,1,0,Wulfenia carinthiaca,0,,dbgi_008476,DCIM/jbc/Wulfenia carinthiaca_dbgi_008476_01.jpg,DCIM/jbc/Wulfenia carinthiaca_dbgi_008476_02.jpg,DCIM/jbc/Wulfenia carinthiaca_dbgi_008476_03.jpg,DCIM/jbc/Wulfenia carinthiaca_dbgi_008476_04.jpg,DCIM/jbc/Wulfenia carinthiaca_dbgi_008476_05.jpg,,2574789.7676915633,1097957.4761820796,,,,,,,,20250625094543,,,dbgi_008476,jbc,POINT (2574789.7676915633 1097957.4761820796)
Émilie Lab,Leaf,1,0,Rhodothamnus chamaecistus,0,,dbgi_008517,DCIM/jbc/Rhodothamnus chamaecistus_dbgi_008517_01.jpg,DCIM/jbc/Rhodothamnus chamaecistus_dbgi_008517_02.jpg,DCIM/jbc/Rhodothamnus chamaecistus_dbgi_008517_03.jpg,DCIM/jbc/Rhodothamnus chamaecistus_dbgi_008517_04.jpg,DCIM/jbc/Rhodothamnus chamaecistus_dbgi_008517_05.jpg,,2574790.4494212065,1097955.090128329,,,,,,,,20250625094830,,,dbgi_008517,jbc,POINT (2574790.4494212065 1097955.090128329)
Émilie Lab,Leaf,1,0,Campanula rhomboidalis,0,,dbgi_008465,DCIM/jbc/Campanula rhomboidalis_dbgi_008465_01.jpg,DCIM/jbc/Campanula rhomboidalis_dbgi_008465_02.jpg,DCIM/jbc/Campanula rhomboidalis_dbgi_008465_03.jpg,DCIM/jbc/Campanula rhomboidalis_dbgi_008465_04.jpg,DCIM/jbc/Campanula rhomboidalis_dbgi_008465_05.jpg,,2574788.404232277,1097956.453587615,,,,,,,,20250625095047,,,dbgi_008465,jbc,POINT (2574788.404232277 1097956.453587615)
Émilie Lab,Leaf,1,0,Sedum lydium,0,,dbgi_008399,DCIM/jbc/Sedum lydium_dbgi_008399_01.jpg,DCIM/jbc/Sedum lydium_dbgi_008399_02.jpg,DCIM/jbc/Sedum lydium_dbgi_008399_03.jpg,DCIM/jbc/Sedum lydium_dbgi_008399_04.jpg,DCIM/jbc/Sedum lydium_dbgi_008399_05.jpg,,2574790.2789887954,1097955.8570741774,,,,,,,,20250625095313,,,dbgi_008399,jbc,POINT (2574790.2789887954 1097955.8570741774)
Émilie Lab,Leaf,1,0,Arum maculatum,0,,dbgi_008448,DCIM/jbc/Arum maculatum_dbgi_008448_01.jpg,DCIM/jbc/Arum maculatum_dbgi_008448_02.jpg,DCIM/jbc/Arum maculatum_dbgi_008448_03.jpg,DCIM/jbc/Arum maculatum_dbgi_008448_04.jpg,DCIM/jbc/Arum maculatum_dbgi_008448_05.jpg,,2574788.8303133044,1097955.9422903825,,,,,,,,20250625095625,,,dbgi_008448,jbc,POINT (2574788.8303133044 1097955.9422903825)
Émilie Lab,Leaf,1,0,Bulbinella hookeri,0,,dbgi_008587,DCIM/jbc/Bulbinella hookeri_dbgi_008587_01.jpg,DCIM/jbc/Bulbinella hookeri_dbgi_008587_02.jpg,DCIM/jbc/Bulbinella hookeri_dbgi_008587_03.jpg,DCIM/jbc/Bulbinella hookeri_dbgi_008587_04.jpg,DCIM/jbc/Bulbinella hookeri_dbgi_008587_05.jpg,,2574791.812880493,1097957.0501010525,,,,,,,,20250625095923,,,dbgi_008587,jbc,POINT (2574791.812880493 1097957.0501010525)
Émilie Lab,Leaf,1,0,,1,Polystichium aculeatum,dbgi_008422,DCIM/jbc/Polystichium aculeatum_dbgi_008422_01.jpg,DCIM/jbc/Polystichium aculeatum_dbgi_008422_02.jpg,DCIM/jbc/Polystichium aculeatum_dbgi_008422_03.jpg,DCIM/jbc/Polystichium aculeatum_dbgi_008422_04.jpg,DCIM/jbc/Polystichium aculeatum_dbgi_008422_05.jpg,,2574789.256394332,1097956.7944524367,,,,,,,,20250625100221,,,dbgi_008422,jbc,POINT (2574789.256394332 1097956.7944524367)
Émilie Lab,Leaf,1,0,Cypripedium reginae,0,,dbgi_008401,DCIM/jbc/Cypripedium reginae_dbgi_008401_01.jpg,DCIM/jbc/Cypripedium reginae_dbgi_008401_02.jpg,DCIM/jbc/Cypripedium reginae_dbgi_008401_03.jpg,DCIM/jbc/Cypripedium reginae_dbgi_008401_04.jpg,DCIM/jbc/Cypripedium reginae_dbgi_008401_05.jpg,,2574788.687065445,1097957.5496175142,,,,,,,,20250625100431,,,dbgi_008401,jbc,POINT (2574788.687065445 1097957.5496175142)
Émilie Lab,Leaf,1,0,Rhododendron carolinianum,0,,dbgi_008414,DCIM/jbc/Rhododendron carolinianum_dbgi_008414_01.jpg,DCIM/jbc/Rhododendron carolinianum_dbgi_008414_02.jpg,DCIM/jbc/Rhododendron carolinianum_dbgi_008414_03.jpg,DCIM/jbc/Rhododendron carolinianum_dbgi_008414_04.jpg,DCIM/jbc/Rhododendron carolinianum_dbgi_008414_05.jpg,,2574790.0985599547,1097956.5010787353,,,,,,,,20250625100636,,,dbgi_008414,jbc,POINT (2574790.0985599547 1097956.5010787353)
Émilie Lab,Leaf,1,0,Blechnum spicant,0,,dbgi_008436,DCIM/jbc/Blechnum spicant_dbgi_008436_01.jpg,DCIM/jbc/Blechnum spicant_dbgi_008436_02.jpg,DCIM/jbc/Blechnum spicant_dbgi_008436_03.jpg,DCIM/jbc/Blechnum spicant_dbgi_008436_04.jpg,DCIM/jbc/Blechnum spicant_dbgi_008436_05.jpg,,2574792.0746522686,1097955.6138536148,,,,,,,,20250625100907,,,dbgi_008436,jbc,POINT (2574792.0746522686 1097955.6138536148)
Émilie Lab,Leaf,1,0,Ribes spicatum,0,,dbgi_008430,DCIM/jbc/Ribes spicatum_dbgi_008430_01.jpg,DCIM/jbc/Ribes spicatum_dbgi_008430_02.jpg,DCIM/jbc/Ribes spicatum_dbgi_008430_03.jpg,DCIM/jbc/Ribes spicatum_dbgi_008430_04.jpg,DCIM/jbc/Ribes spicatum_dbgi_008430_05.jpg,,2574800.544741681,1097945.586933876,,,,,,,,20250625103340,,,dbgi_008430,jbc,POINT (2574800.544741681 1097945.586933876)
Émilie Lab,Leaf,1,0,Penstemon ovatus,0,,dbgi_008378,DCIM/jbc/Penstemon ovatus_dbgi_008378_01.jpg,DCIM/jbc/Penstemon ovatus_dbgi_008378_02.jpg,DCIM/jbc/Penstemon ovatus_dbgi_008378_03.jpg,DCIM/jbc/Penstemon ovatus_dbgi_008378_04.jpg,DCIM/jbc/Penstemon ovatus_dbgi_008378_05.jpg,,2574800.421871188,1097944.6654051803,,,,,,,,20250625103604,,,dbgi_008378,jbc,POINT (2574800.421871188 1097944.6654051803)
Émilie Lab,Leaf,1,0,Tsuga canadensis,0,,dbgi_008489,DCIM/jbc/Tsuga canadensis_dbgi_008489_01.jpg,DCIM/jbc/Tsuga canadensis_dbgi_008489_02.jpg,DCIM/jbc/Tsuga canadensis_dbgi_008489_03.jpg,DCIM/jbc/Tsuga canadensis_dbgi_008489_04.jpg,DCIM/jbc/Tsuga canadensis_dbgi_008489_05.jpg,,2574809.3914171597,1097947.0613797891,,,,,,,,20250625103817,,,dbgi_008489,jbc,POINT (2574809.3914171597 1097947.0613797891)
Émilie Lab,Leaf,1,0,Anthennaria canadensis,0,,dbgi_008408,DCIM/jbc/Anthennaria canadensis_dbgi_008408_01.jpg,DCIM/jbc/Anthennaria canadensis_dbgi_008408_02.jpg,DCIM/jbc/Anthennaria canadensis_dbgi_008408_03.jpg,DCIM/jbc/Anthennaria canadensis_dbgi_008408_04.jpg,DCIM/jbc/Anthennaria canadensis_dbgi_008408_05.jpg,,2574811.2344745514,1097946.385592079,,,,,,,,20250625104139,,,dbgi_008408,jbc,POINT (2574811.2344745514 1097946.385592079)
Émilie Lab,Leaf,1,0,Taxus baccata,0,,dbgi_008442,DCIM/jbc/Taxus baccata_dbgi_008442_01.jpg,DCIM/jbc/Taxus baccata_dbgi_008442_02.jpg,DCIM/jbc/Taxus baccata_dbgi_008442_03.jpg,DCIM/jbc/Taxus baccata_dbgi_008442_04.jpg,DCIM/jbc/Taxus baccata_dbgi_008442_05.jpg,,2574811.971697508,1097945.402628137,,,,,,,,20250625104344,,,dbgi_008442,jbc,POINT (2574811.971697508 1097945.402628137)
Émilie Lab,Leaf,1,0,Genista radiata,0,,dbgi_008650,DCIM/jbc/Genista radiata_dbgi_008650_01.jpg,DCIM/jbc/Genista radiata_dbgi_008650_02.jpg,DCIM/jbc/Genista radiata_dbgi_008650_03.jpg,DCIM/jbc/Genista radiata_dbgi_008650_04.jpg,DCIM/jbc/Genista radiata_dbgi_008650_05.jpg,,2574802.5106695653,1097941.9008190932,,,,,,,,20250625104603,,,dbgi_008650,jbc,POINT (2574802.5106695653 1097941.9008190932)
Émilie Lab,Leaf,1,0,Asphodelus albus,0,,dbgi_008464,DCIM/jbc/Asphodelus albus_dbgi_008464_01.jpg,DCIM/jbc/Asphodelus albus_dbgi_008464_02.jpg,DCIM/jbc/Asphodelus albus_dbgi_008464_03.jpg,DCIM/jbc/Asphodelus albus_dbgi_008464_04.jpg,DCIM/jbc/Asphodelus albus_dbgi_008464_05.jpg,,2574808.2241474786,1097942.63804205,,,,,,,,20250625104735,,,dbgi_008464,jbc,POINT (2574808.2241474786 1097942.63804205)
Émilie Lab,Leaf,1,0,Colutea arborescens,0,,dbgi_008423,DCIM/jbc/Colutea arborescens_dbgi_008423_01.jpg,DCIM/jbc/Colutea arborescens_dbgi_008423_02.jpg,DCIM/jbc/Colutea arborescens_dbgi_008423_03.jpg,DCIM/jbc/Colutea arborescens_dbgi_008423_04.jpg,DCIM/jbc/Colutea arborescens_dbgi_008423_05.jpg,,2574803.923680232,1097945.6483691225,,,,,,,,20250625105340,,,dbgi_008423,jbc,POINT (2574803.923680232 1097945.6483691225)
Émilie Lab,Leaf,1,0,Dianthus subacaulis,0,,dbgi_008640,DCIM/jbc/Dianthus subacaulis_dbgi_008640_01.jpg,DCIM/jbc/Dianthus subacaulis_dbgi_008640_02.jpg,DCIM/jbc/Dianthus subacaulis_dbgi_008640_03.jpg,DCIM/jbc/Dianthus subacaulis_dbgi_008640_04.jpg,DCIM/jbc/Dianthus subacaulis_dbgi_008640_05.jpg,,2574807.17974829,1097945.1568871515,,,,,,,,20250625110513,,,dbgi_008640,jbc,POINT (2574807.17974829 1097945.1568871515)
Émilie Lab,Leaf,1,0,Lithospermum intermedium,0,,dbgi_008754,DCIM/jbc/Lithospermum intermedium_dbgi_008754_01.jpg,DCIM/jbc/Lithospermum intermedium_dbgi_008754_02.jpg,DCIM/jbc/Lithospermum intermedium_dbgi_008754_03.jpg,DCIM/jbc/Lithospermum intermedium_dbgi_008754_04.jpg,DCIM/jbc/Lithospermum intermedium_dbgi_008754_05.jpg,,2574808.1012769863,1097950.5017535868,,,,,,,,20250625110811,,,dbgi_008754,jbc,POINT (2574808.1012769863 1097950.5017535868)
Émilie Lab,Leaf,1,0,Dianthus plumarius,0,,dbgi_008647,DCIM/jbc/Dianthus plumarius_dbgi_008647_01.jpg,DCIM/jbc/Dianthus plumarius_dbgi_008647_02.jpg,DCIM/jbc/Dianthus plumarius_dbgi_008647_03.jpg,DCIM/jbc/Dianthus plumarius_dbgi_008647_04.jpg,DCIM/jbc/Dianthus plumarius_dbgi_008647_05.jpg,,2574805.520996638,1097947.3071207749,,,,,,,,20250625111046,,,dbgi_008647,jbc,POINT (2574805.520996638 1097947.3071207749)
Émilie Lab,Leaf,1,0,Helichrysum graveolens,0,,dbgi_008637,DCIM/jbc/Helichrysum graveolens_dbgi_008637_01.jpg,DCIM/jbc/Helichrysum graveolens_dbgi_008637_02.jpg,DCIM/jbc/Helichrysum graveolens_dbgi_008637_03.jpg,DCIM/jbc/Helichrysum graveolens_dbgi_008637_04.jpg,DCIM/jbc/Helichrysum graveolens_dbgi_008637_05.jpg,,2574805.336690899,1097947.0613797894,,,,,,,,20250625111454,,,dbgi_008637,jbc,POINT (2574805.336690899 1097947.0613797894)
Émilie Lab,Leaf,1,0,Eriogonum umbellatum,0,,dbgi_008527,DCIM/jbc/Eriogonum umbellatum_dbgi_008527_01.jpg,DCIM/jbc/Eriogonum umbellatum_dbgi_008527_02.jpg,DCIM/jbc/Eriogonum umbellatum_dbgi_008527_03.jpg,DCIM/jbc/Eriogonum umbellatum_dbgi_008527_04.jpg,DCIM/jbc/Eriogonum umbellatum_dbgi_008527_05.jpg,,2574804.107985971,1097947.5528617606,,,,,,,,20250625111723,,,dbgi_008527,jbc,POINT (2574804.107985971 1097947.5528617606)
Émilie Lab,Leaf,1,0,Micromeria dalmatica,0,,dbgi_008646,DCIM/jbc/Micromeria dalmatica_dbgi_008646_01.jpg,DCIM/jbc/Micromeria dalmatica_dbgi_008646_02.jpg,DCIM/jbc/Micromeria dalmatica_dbgi_008646_03.jpg,DCIM/jbc/Micromeria dalmatica_dbgi_008646_04.jpg,DCIM/jbc/Micromeria dalmatica_dbgi_008646_05.jpg,,2574805.6438671304,1097948.228649471,,,,,,,,20250625111909,,,dbgi_008646,jbc,POINT (2574805.6438671304 1097948.228649471)
Émilie Lab,Leaf,1,0,Globularia bisnagarica,0,,dbgi_008645,DCIM/jbc/Globularia bisnagarica_dbgi_008645_01.jpg,DCIM/jbc/Globularia bisnagarica_dbgi_008645_02.jpg,DCIM/jbc/Globularia bisnagarica_dbgi_008645_03.jpg,DCIM/jbc/Globularia bisnagarica_dbgi_008645_04.jpg,DCIM/jbc/Globularia bisnagarica_dbgi_008645_05.jpg,,2574807.855536,1097948.8430019347,,,,,,,,20250625112113,,,dbgi_008645,jbc,POINT (2574807.855536 1097948.8430019347)
Émilie Lab,Leaf,1,0,Dryas octopetala,0,,dbgi_008486,DCIM/jbc/Dryas octopetala_dbgi_008486_01.jpg,DCIM/jbc/Dryas octopetala_dbgi_008486_02.jpg,DCIM/jbc/Dryas octopetala_dbgi_008486_03.jpg,DCIM/jbc/Dryas octopetala_dbgi_008486_04.jpg,DCIM/jbc/Dryas octopetala_dbgi_008486_05.jpg,,2574811.725956522,1097949.518789645,,,,,,,,20250625112303,,,dbgi_008486,jbc,POINT (2574811.725956522 1097949.518789645)
Émilie Lab,Leaf,1,0,Convallaria majalis,0,,dbgi_008763,DCIM/jbc/Convallaria majalis_dbgi_008763_01.jpg,DCIM/jbc/Convallaria majalis_dbgi_008763_02.jpg,DCIM/jbc/Convallaria majalis_dbgi_008763_03.jpg,DCIM/jbc/Convallaria majalis_dbgi_008763_04.jpg,DCIM/jbc/Convallaria majalis_dbgi_008763_05.jpg,,2574823.2757828417,1097951.6075880218,,,,,,,,20250625112837,,,dbgi_008763,jbc,POINT (2574823.2757828417 1097951.6075880218)
Émilie Lab,Leaf,1,0,Colchicum autumnale,0,,dbgi_008395,DCIM/jbc/Colchicum autumnale_dbgi_008395_01.jpg,DCIM/jbc/Colchicum autumnale_dbgi_008395_02.jpg,DCIM/jbc/Colchicum autumnale_dbgi_008395_03.jpg,DCIM/jbc/Colchicum autumnale_dbgi_008395_04.jpg,DCIM/jbc/Colchicum autumnale_dbgi_008395_05.jpg,,2574822.2928188997,1097955.7237495293,,,,,,,,20250625113005,,,dbgi_008395,jbc,POINT (2574822.2928188997 1097955.7237495293)
Émilie Lab,Leaf,1,0,,1,Veratrum album,dbgi_008386,DCIM/jbc/Veratrum album_dbgi_008386_01.jpg,DCIM/jbc/Veratrum album_dbgi_008386_02.jpg,DCIM/jbc/Veratrum album_dbgi_008386_03.jpg,DCIM/jbc/Veratrum album_dbgi_008386_04.jpg,DCIM/jbc/Veratrum album_dbgi_008386_05.jpg,,2574822.8457361176,1097952.3448109783,,,,,,,,20250625113133,,,dbgi_008386,jbc,POINT (2574822.8457361176 1097952.3448109783)
Émilie Lab,Leaf,1,0,Aegopodium podagraria,0,,dbgi_008419,DCIM/jbc/Aegopodium podagraria_dbgi_008419_01.jpg,DCIM/jbc/Aegopodium podagraria_dbgi_008419_02.jpg,DCIM/jbc/Aegopodium podagraria_dbgi_008419_03.jpg,DCIM/jbc/Aegopodium podagraria_dbgi_008419_04.jpg,DCIM/jbc/Aegopodium podagraria_dbgi_008419_05.jpg,,2574822.9686066103,1097950.8703650648,,,,,,,,20250625113405,,,dbgi_008419,jbc,POINT (2574822.9686066103 1097950.8703650648)
Émilie Lab,Leaf,1,0,Gentiana lutea,0,,dbgi_008602,DCIM/jbc/Gentiana lutea_dbgi_008602_01.jpg,DCIM/jbc/Gentiana lutea_dbgi_008602_02.jpg,DCIM/jbc/Gentiana lutea_dbgi_008602_03.jpg,DCIM/jbc/Gentiana lutea_dbgi_008602_04.jpg,DCIM/jbc/Gentiana lutea_dbgi_008602_05.jpg,,2574823.1529123494,1097955.2322675579,,,,,,,,20250625113741,,,dbgi_008602,jbc,POINT (2574823.1529123494 1097955.2322675579)
Mazzarine Laboureau,Leaf,1,0,Rhododendron brachyanthum,0,,dbgi_008728,DCIM/jbc/Rhododendron brachyanthum_dbgi_008728_01.jpg,DCIM/jbc/Rhododendron brachyanthum_dbgi_008728_02.jpg,DCIM/jbc/Rhododendron brachyanthum_dbgi_008728_03.jpg,DCIM/jbc/Rhododendron brachyanthum_dbgi_008728_04.jpg,DCIM/jbc/Rhododendron brachyanthum_dbgi_008728_05.jpg,,2574791.3474423476,1097950.6180341928,,,,,,,,20250625084052,0009-0006-7011-4195,@mazzarinel,dbgi_008728,jbc,POINT (2574791.3474423476 1097950.6180341928)
Mazzarine Laboureau,Leaf,1,0,Omphalodes verna,0,,dbgi_008748,DCIM/jbc/Omphalodes verna_dbgi_008748_01.jpg,DCIM/jbc/Omphalodes verna_dbgi_008748_02.jpg,DCIM/jbc/Omphalodes verna_dbgi_008748_03.jpg,DCIM/jbc/Omphalodes verna_dbgi_008748_04.jpg,DCIM/jbc/Omphalodes verna_dbgi_008748_05.jpg,,2574790.7280643797,1097950.6773337554,,,,,,,,20250625084410,0009-0006-7011-4195,@mazzarinel,dbgi_008748,jbc,POINT (2574790.7280643797 1097950.6773337554)
Mazzarine Laboureau,Leaf,1,0,Androsaceae sarmentosa,0,,dbgi_008642,DCIM/jbc/Androsaceae sarmentosa_dbgi_008642_01.jpg,DCIM/jbc/Androsaceae sarmentosa_dbgi_008642_02.jpg,DCIM/jbc/Androsaceae sarmentosa_dbgi_008642_03.jpg,DCIM/jbc/Androsaceae sarmentosa_dbgi_008642_04.jpg,DCIM/jbc/Androsaceae sarmentosa_dbgi_008642_05.jpg,,2574791.1026689685,1097949.9359609168,,,,,,,,20250625084610,0009-0006-7011-4195,@mazzarinel,dbgi_008642,jbc,POINT (2574791.1026689685 1097949.9359609168)
Mazzarine Laboureau,Leaf,1,0,Anemone sylvestris,0,,dbgi_008753,DCIM/jbc/Anemone sylvestris_dbgi_008753_01.jpg,DCIM/jbc/Anemone sylvestris_dbgi_008753_02.jpg,DCIM/jbc/Anemone sylvestris_dbgi_008753_03.jpg,DCIM/jbc/Anemone sylvestris_dbgi_008753_04.jpg,DCIM/jbc/Anemone sylvestris_dbgi_008753_05.jpg,,2574791.7277695723,1097950.9498261118,,,,,,,,20250625084943,0009-0006-7011-4195,@mazzarinel,dbgi_008753,jbc,POINT (2574791.7277695723 1097950.9498261118)
Mazzarine Laboureau,Leaf,1,0,Euphorbia chamecyparissia,0,,dbgi_008738,DCIM/jbc/Euphorbia chamecyparissia_dbgi_008738_01.jpg,DCIM/jbc/Euphorbia chamecyparissia_dbgi_008738_02.jpg,DCIM/jbc/Euphorbia chamecyparissia_dbgi_008738_03.jpg,DCIM/jbc/Euphorbia chamecyparissia_dbgi_008738_04.jpg,DCIM/jbc/Euphorbia chamecyparissia_dbgi_008738_05.jpg,,2574791.837482577,1097951.4535614073,,,,,,,,20250625085140,0009-0006-7011-4195,@mazzarinel,dbgi_008738,jbc,POINT (2574791.837482577 1097951.4535614073)
Mazzarine Laboureau,Leaf,1,0,Euphorbia dulcis,0,,dbgi_008736,DCIM/jbc/Euphorbia dulcis_dbgi_008736_01.jpg,DCIM/jbc/Euphorbia dulcis_dbgi_008736_02.jpg,DCIM/jbc/Euphorbia dulcis_dbgi_008736_03.jpg,DCIM/jbc/Euphorbia dulcis_dbgi_008736_04.jpg,DCIM/jbc/Euphorbia dulcis_dbgi_008736_05.jpg,,2574792.0080681485,1097950.78325125,,,,,,,,20250625090337,0009-0006-7011-4195,@mazzarinel,dbgi_008736,jbc,POINT (2574792.0080681485 1097950.78325125)
Mazzarine Laboureau,Leaf,1,0,Anemone nemorosa,0,,dbgi_008516,DCIM/jbc/Anemone nemorosa_dbgi_008516_01.jpg,DCIM/jbc/Anemone nemorosa_dbgi_008516_02.jpg,DCIM/jbc/Anemone nemorosa_dbgi_008516_03.jpg,DCIM/jbc/Anemone nemorosa_dbgi_008516_04.jpg,DCIM/jbc/Anemone nemorosa_dbgi_008516_05.jpg,,2574792.452110498,1097951.567992894,,,,,,,,20250625092736,0009-0006-7011-4195,@mazzarinel,dbgi_008516,jbc,POINT (2574792.452110498 1097951.567992894)
Mazzarine Laboureau,Leaf,1,0,Arenaria montana,0,,dbgi_008499,DCIM/jbc/Arenaria montana_dbgi_008499_01.jpg,DCIM/jbc/Arenaria montana_dbgi_008499_02.jpg,DCIM/jbc/Arenaria montana_dbgi_008499_03.jpg,DCIM/jbc/Arenaria montana_dbgi_008499_04.jpg,DCIM/jbc/Arenaria montana_dbgi_008499_05.jpg,,2574792.568429377,1097950.5060196866,,,,,,,,20250625093307,0009-0006-7011-4195,@mazzarinel,dbgi_008499,jbc,POINT (2574792.568429377 1097950.5060196866)
Mazzarine Laboureau,Leaf,1,0,,1,Luzula campestris,dbgi_008484,DCIM/jbc/Luzula campestris_dbgi_008484_01.jpg,DCIM/jbc/Luzula campestris_dbgi_008484_02.jpg,DCIM/jbc/Luzula campestris_dbgi_008484_03.jpg,DCIM/jbc/Luzula campestris_dbgi_008484_04.jpg,DCIM/jbc/Luzula campestris_dbgi_008484_05.jpg,,2574792.902994645,1097950.731107874,,,,,,,,20250625093423,0009-0006-7011-4195,@mazzarinel,dbgi_008484,jbc,POINT (2574792.902994645 1097950.731107874)
Mazzarine Laboureau,Leaf,1,0,,1,Serratula tinctoria,dbgi_008479,DCIM/jbc/Serratula tinctoria_dbgi_008479_01.jpg,DCIM/jbc/Serratula tinctoria_dbgi_008479_02.jpg,DCIM/jbc/Serratula tinctoria_dbgi_008479_03.jpg,DCIM/jbc/Serratula tinctoria_dbgi_008479_04.jpg,DCIM/jbc/Serratula tinctoria_dbgi_008479_05.jpg,,2574792.8484920287,1097950.3953629853,,,,,,,,20250625093736,0009-0006-7011-4195,@mazzarinel,dbgi_008479,jbc,POINT (2574792.8484920287 1097950.3953629853)
Mazzarine Laboureau,Leaf,1,0,Picea abies,0,,dbgi_008466,DCIM/jbc/Picea abies_dbgi_008466_01.jpg,DCIM/jbc/Picea abies_dbgi_008466_02.jpg,DCIM/jbc/Picea abies_dbgi_008466_03.jpg,DCIM/jbc/Picea abies_dbgi_008466_04.jpg,DCIM/jbc/Picea abies_dbgi_008466_05.jpg,,2574790.2772003277,1097950.160837834,,,,,,,,20250625094008,0009-0006-7011-4195,@mazzarinel,dbgi_008466,jbc,POINT (2574790.2772003277 1097950.160837834)
Mazzarine Laboureau,Leaf,1,0,Saxifraga paniculata,0,,dbgi_008424,DCIM/jbc/Saxifraga paniculata_dbgi_008424_01.jpg,DCIM/jbc/Saxifraga paniculata_dbgi_008424_02.jpg,DCIM/jbc/Saxifraga paniculata_dbgi_008424_03.jpg,DCIM/jbc/Saxifraga paniculata_dbgi_008424_04.jpg,DCIM/jbc/Saxifraga paniculata_dbgi_008424_05.jpg,,2574789.549556465,1097950.3255253034,,,,,,,,20250625094318,0009-0006-7011-4195,@mazzarinel,dbgi_008424,jbc,POINT (2574789.549556465 1097950.3255253034)
Mazzarine Laboureau,Leaf,1,0,Rhododendron ferrugineum,0,,dbgi_008573,DCIM/jbc/Rhododendron ferrugineum_dbgi_008573_01.jpg,DCIM/jbc/Rhododendron ferrugineum_dbgi_008573_02.jpg,DCIM/jbc/Rhododendron ferrugineum_dbgi_008573_03.jpg,DCIM/jbc/Rhododendron ferrugineum_dbgi_008573_04.jpg,DCIM/jbc/Rhododendron ferrugineum_dbgi_008573_05.jpg,,2574790.21797923,1097950.9434561615,,,,,,,,20250625094551,0009-0006-7011-4195,@mazzarinel,dbgi_008573,jbc,POINT (2574790.21797923 1097950.9434561615)
Mazzarine Laboureau,Leaf,1,0,Camassia leichtlinii,0,,dbgi_008551,DCIM/jbc/Camassia leichtlinii_dbgi_008551_01.jpg,DCIM/jbc/Camassia leichtlinii_dbgi_008551_02.jpg,DCIM/jbc/Camassia leichtlinii_dbgi_008551_03.jpg,DCIM/jbc/Camassia leichtlinii_dbgi_008551_04.jpg,DCIM/jbc/Camassia leichtlinii_dbgi_008551_05.jpg,,2574789.601935765,1097951.1645336398,,,,,,,,20250625094719,0009-0006-7011-4195,@mazzarinel,dbgi_008551,jbc,POINT (2574789.601935765 1097951.1645336398)
