collector_fullname,observation_subject,inat_upload,is_wild,taxon_name,no_name_on_list,name_proposition,sample_id,picture_panel,picture_general,picture_detail,picture_cut,picture_panel_label,picture_free,x_coord,y_coord,ipen,herbivory_(percent),comment_eco,soil_type,weather,temperature_(°C),comment_env,date,collector_orcid,collector_inat,extracted_id,geometry,latitude,longitude
Mazzarine Laboureau,Leaf,1,0,Carex spicata,0,,dbgi_009153,DCIM/jbc/Carex spicata_dbgi_009153_01.jpg,DCIM/jbc/Carex spicata_dbgi_009153_02.jpg,DCIM/jbc/Carex spicata_dbgi_009153_03.jpg,DCIM/jbc/Carex spicata_dbgi_009153_04.jpg,DCIM/jbc/Carex spicata_dbgi_009153_05.jpg,,2574808.3493777383,1097971.4168483212,,,,,,,,20250729104313,0009-0006-7011-4195,@mazzarinel,dbgi_009153,POINT (46.03281059264452 7.113291699060797),7.113291699060797,46.03281059264452
Mazzarine Laboureau,Leaf,1,0,Hieracium cydoniifolium,0,,dbgi_001555,DCIM/jbc/Hieracium cydoniifolium_dbgi_001555_01.jpg,DCIM/jbc/Hieracium cydoniifolium_dbgi_001555_02.jpg,DCIM/jbc/Hieracium cydoniifolium_dbgi_001555_03.jpg,DCIM/jbc/Hieracium cydoniifolium_dbgi_001555_04.jpg,DCIM/jbc/Hieracium cydoniifolium_dbgi_001555_05.jpg,,2574807.9911491666,1097971.0230650222,,,,,,,,20250729104446,0009-0006-7011-4195,@mazzarinel,dbgi_001555,POINT (46.03280703699804 7.11328709366833),7.11328709366833,46.03280703699804
Mazzarine Laboureau,Leaf,1,0,Salix purpurea,0,,dbgi_001509,DCIM/jbc/Salix purpurea_dbgi_001509_01.jpg,DCIM/jbc/Salix purpurea_dbgi_001509_02.jpg,DCIM/jbc/Salix purpurea_dbgi_001509_03.jpg,DCIM/jbc/Salix purpurea_dbgi_001509_04.jpg,DCIM/jbc/Salix purpurea_dbgi_001509_05.jpg,,2574807.655393534,1097971.4292586837,,,,,,,,20250729104646,0009-0006-7011-4195,@mazzarinel,dbgi_001509,POINT (46.03281067829763 7.11328273551366),7.11328273551366,46.03281067829763
Mazzarine Laboureau,Leaf,1,0,Tanacetum argenteum,0,,dbgi_001520,DCIM/jbc/Tanacetum argenteum_dbgi_001520_01.jpg,DCIM/jbc/Tanacetum argenteum_dbgi_001520_02.jpg,DCIM/jbc/Tanacetum argenteum_dbgi_001520_03.jpg,DCIM/jbc/Tanacetum argenteum_dbgi_001520_04.jpg,DCIM/jbc/Tanacetum argenteum_dbgi_001520_05.jpg,,2574807.075116874,1097970.9496077795,,,,,,,,20250729104830,0009-0006-7011-4195,@mazzarinel,dbgi_001520,POINT (46.03280634192436 7.1132752669631785),7.1132752669631785,46.03280634192436
Mazzarine Laboureau,Leaf,1,0,,1,Carex punctata,dbgi_001581,DCIM/jbc/Carex punctata_dbgi_001581_01.jpg,DCIM/jbc/Carex punctata_dbgi_001581_02.jpg,DCIM/jbc/Carex punctata_dbgi_001581_03.jpg,DCIM/jbc/Carex punctata_dbgi_001581_04.jpg,DCIM/jbc/Carex punctata_dbgi_001581_05.jpg,,2574806.621179744,1097971.4442730998,,,,,,,,20250729105124,0009-0006-7011-4195,@mazzarinel,dbgi_001581,POINT (46.03281077463554 7.113269377725119),7.113269377725119,46.03281077463554
Mazzarine Laboureau,Leaf,1,0,Juniperus sabina,0,,dbgi_001548,DCIM/jbc/Juniperus sabina_dbgi_001548_01.jpg,DCIM/jbc/Juniperus sabina_dbgi_001548_02.jpg,DCIM/jbc/Juniperus sabina_dbgi_001548_03.jpg,DCIM/jbc/Juniperus sabina_dbgi_001548_04.jpg,DCIM/jbc/Juniperus sabina_dbgi_001548_05.jpg,,2574804.47928111,1097970.8240972753,,,,,,,,20250729105442,0009-0006-7011-4195,@mazzarinel,dbgi_001548,POINT (46.032805115711085 7.113241748217861),7.113241748217861,46.032805115711085
Mazzarine Laboureau,Leaf,1,0,Primula alpicola,0,,dbgi_001358,DCIM/jbc/Primula alpicola_dbgi_001358_01.jpg,DCIM/jbc/Primula alpicola_dbgi_001358_02.jpg,DCIM/jbc/Primula alpicola_dbgi_001358_03.jpg,DCIM/jbc/Primula alpicola_dbgi_001358_04.jpg,DCIM/jbc/Primula alpicola_dbgi_001358_05.jpg,,2574799.883115997,1097974.457636407,,,,,,,,20250729105648,0009-0006-7011-4195,@mazzarinel,dbgi_001358,POINT (46.032837628691546 7.113182192878595),7.113182192878595,46.032837628691546
Mazzarine Laboureau,Leaf,1,0,,1,Anthriscus nitida,dbgi_001525,DCIM/jbc/Anthriscus nitida_dbgi_001525_01.jpg,DCIM/jbc/Anthriscus nitida_dbgi_001525_02.jpg,DCIM/jbc/Anthriscus nitida_dbgi_001525_03.jpg,DCIM/jbc/Anthriscus nitida_dbgi_001525_04.jpg,DCIM/jbc/Anthriscus nitida_dbgi_001525_05.jpg,,2574799.636228121,1097976.7212612564,,,,,,,,20250729105941,0009-0006-7011-4195,@mazzarinel,dbgi_001525,POINT (46.032857981633505 7.113178882572676),7.113178882572676,46.032857981633505
Mazzarine Laboureau,Leaf,1,0,,1,Sorbus xerubescens,dbgi_001388,DCIM/jbc/Sorbus xerubescens_dbgi_001388_01.jpg,DCIM/jbc/Sorbus xerubescens_dbgi_001388_02.jpg,DCIM/jbc/Sorbus xerubescens_dbgi_001388_03.jpg,DCIM/jbc/Sorbus xerubescens_dbgi_001388_04.jpg,DCIM/jbc/Sorbus xerubescens_dbgi_001388_05.jpg,,2574801.724807309,1097976.3204426407,,,,,,,,20250729110225,0009-0006-7011-4195,@mazzarinel,dbgi_001388,POINT (46.03285445433343 7.113205878370237),7.113205878370237,46.03285445433343
Mazzarine Laboureau,Leaf,1,0,Pinus mugo,0,,dbgi_001557,DCIM/jbc/Pinus mugo_dbgi_001557_01.jpg,DCIM/jbc/Pinus mugo_dbgi_001557_02.jpg,DCIM/jbc/Pinus mugo_dbgi_001557_03.jpg,DCIM/jbc/Pinus mugo_dbgi_001557_04.jpg,DCIM/jbc/Pinus mugo_dbgi_001557_05.jpg,,2574805.053639204,1097975.6499765934,,,,,,,,20250729110451,0009-0006-7011-4195,@mazzarinel,dbgi_001557,POINT (46.032848547884974 7.113248906668639),7.113248906668639,46.032848547884974
Mazzarine Laboureau,Leaf,1,0,,1,Pulmonaria molis,dbgi_001428,DCIM/jbc/Pulmonaria molis_dbgi_001428_01.jpg,DCIM/jbc/Pulmonaria molis_dbgi_001428_02.jpg,DCIM/jbc/Pulmonaria molis_dbgi_001428_03.jpg,DCIM/jbc/Pulmonaria molis_dbgi_001428_04.jpg,DCIM/jbc/Pulmonaria molis_dbgi_001428_05.jpg,,2574802.5871081543,1097977.403162771,,,,,,,,20250729110653,0009-0006-7011-4195,@mazzarinel,dbgi_001428,POINT (46.03286422611565 7.1132169568725665),7.1132169568725665,46.03286422611565
Mazzarine Laboureau,Leaf,1,0,Artemisia douglasiana,0,,dbgi_001403,DCIM/jbc/Artemisia douglasiana_dbgi_001403_01.jpg,DCIM/jbc/Artemisia douglasiana_dbgi_001403_02.jpg,DCIM/jbc/Artemisia douglasiana_dbgi_001403_03.jpg,DCIM/jbc/Artemisia douglasiana_dbgi_001403_04.jpg,DCIM/jbc/Artemisia douglasiana_dbgi_001403_05.jpg,,2574802.058928784,1097977.706476658,,,,,,,,20250729110850,0009-0006-7011-4195,@mazzarinel,dbgi_001403,POINT (46.03286693476276 7.113210119064558),7.113210119064558,46.03286693476276
Mazzarine Laboureau,Leaf,1,0,Aremonia agrimonioides,0,,dbgi_001406,DCIM/jbc/Aremonia agrimonioides_dbgi_001406_01.jpg,DCIM/jbc/Aremonia agrimonioides_dbgi_001406_02.jpg,DCIM/jbc/Aremonia agrimonioides_dbgi_001406_03.jpg,DCIM/jbc/Aremonia agrimonioides_dbgi_001406_04.jpg,DCIM/jbc/Aremonia agrimonioides_dbgi_001406_05.jpg,,2574802.238376552,1097976.9299292811,,,,,,,,20250729111104,0009-0006-7011-4195,@mazzarinel,dbgi_001406,POINT (46.03285995613624 7.113212478406735),7.113212478406735,46.03285995613624
Mazzarine Laboureau,Leaf,1,0,,1,Rubus saxatalis,dbgi_001540,DCIM/jbc/Rubus saxatalis_dbgi_001540_01.jpg,DCIM/jbc/Rubus saxatalis_dbgi_001540_02.jpg,DCIM/jbc/Rubus saxatalis_dbgi_001540_03.jpg,DCIM/jbc/Rubus saxatalis_dbgi_001540_04.jpg,DCIM/jbc/Rubus saxatalis_dbgi_001540_05.jpg,,2574803.5072137453,1097976.9613726367,,,,,,,,20250729111221,0009-0006-7011-4195,@mazzarinel,dbgi_001540,POINT (46.03286028649683 7.113228863898641),7.113228863898641,46.03286028649683
Mazzarine Laboureau,Leaf,1,0,Dianthus gratianapolitanus,0,,dbgi_001559,DCIM/jbc/Dianthus gratianapolitanus_dbgi_001559_01.jpg,DCIM/jbc/Dianthus gratianapolitanus_dbgi_001559_02.jpg,DCIM/jbc/Dianthus gratianapolitanus_dbgi_001559_03.jpg,DCIM/jbc/Dianthus gratianapolitanus_dbgi_001559_04.jpg,DCIM/jbc/Dianthus gratianapolitanus_dbgi_001559_05.jpg,,2574803.2083460568,1097977.546720985,,,,,,,,20250729111400,0009-0006-7011-4195,@mazzarinel,dbgi_001559,POINT (46.032865540741845 7.113224972515768),7.113224972515768,46.032865540741845
Mazzarine Laboureau,Leaf,1,0,Iris sibirica,0,,dbgi_001372,DCIM/jbc/Iris sibirica_dbgi_001372_01.jpg,DCIM/jbc/Iris sibirica_dbgi_001372_02.jpg,DCIM/jbc/Iris sibirica_dbgi_001372_03.jpg,DCIM/jbc/Iris sibirica_dbgi_001372_04.jpg,DCIM/jbc/Iris sibirica_dbgi_001372_05.jpg,,2574807.7466193973,1097977.626118476,,,,,,,,20250729111707,0009-0006-7011-4195,@mazzarinel,dbgi_001372,POINT (46.03286642488455 7.1132835805908945),7.1132835805908945,46.03286642488455
Mazzarine Laboureau,Leaf,1,0,Artemisia vallesiaca,0,,dbgi_001398,DCIM/jbc/Artemisia vallesiaca_dbgi_001398_01.jpg,DCIM/jbc/Artemisia vallesiaca_dbgi_001398_02.jpg,DCIM/jbc/Artemisia vallesiaca_dbgi_001398_03.jpg,DCIM/jbc/Artemisia vallesiaca_dbgi_001398_04.jpg,DCIM/jbc/Artemisia vallesiaca_dbgi_001398_05.jpg,,2574805.6406179466,1097981.6394786926,,,,,,,,20250729111917,0009-0006-7011-4195,@mazzarinel,dbgi_001398,POINT (46.032902447772166 7.113256165571759),7.113256165571759,46.032902447772166
Mazzarine Laboureau,Leaf,1,0,Santolina corsica,0,,dbgi_001571,DCIM/jbc/Santolina corsica_dbgi_001571_01.jpg,DCIM/jbc/Santolina corsica_dbgi_001571_02.jpg,DCIM/jbc/Santolina corsica_dbgi_001571_03.jpg,DCIM/jbc/Santolina corsica_dbgi_001571_04.jpg,DCIM/jbc/Santolina corsica_dbgi_001571_05.jpg,,2574808.986819643,1097977.5912787935,,,,,,,,20250729112109,0009-0006-7011-4195,@mazzarinel,dbgi_001571,POINT (46.03286615792086 7.113299599798456),7.113299599798456,46.03286615792086
Mazzarine Laboureau,Leaf,1,0,Agrostis curtisii,0,,dbgi_001561,DCIM/jbc/Agrostis curtisii_dbgi_001561_01.jpg,DCIM/jbc/Agrostis curtisii_dbgi_001561_02.jpg,DCIM/jbc/Agrostis curtisii_dbgi_001561_03.jpg,DCIM/jbc/Agrostis curtisii_dbgi_001561_04.jpg,DCIM/jbc/Agrostis curtisii_dbgi_001561_05.jpg,,2574809.906700253,1097975.9288387164,,,,,,,,20250729112550,0009-0006-7011-4195,@mazzarinel,dbgi_001561,POINT (46.03285123806239 7.1133115695242575),7.1133115695242575,46.03285123806239
Mazzarine Laboureau,Leaf,1,0,,1,Solidago vigaurea,dbgi_001531,DCIM/jbc/Solidago vigaurea_dbgi_001531_01.jpg,DCIM/jbc/Solidago vigaurea_dbgi_001531_02.jpg,DCIM/jbc/Solidago vigaurea_dbgi_001531_03.jpg,DCIM/jbc/Solidago vigaurea_dbgi_001531_04.jpg,DCIM/jbc/Solidago vigaurea_dbgi_001531_05.jpg,,2574811.0917801843,1097977.059839242,,,,,,,,20250729112924,0009-0006-7011-4195,@mazzarinel,dbgi_001531,POINT (46.03286145621877 7.113326814180038),7.113326814180038,46.03286145621877
Mazzarine Laboureau,Leaf,1,0,Festuca borderei,0,,dbgi_001549,DCIM/jbc/Festuca borderei_dbgi_001549_01.jpg,DCIM/jbc/Festuca borderei_dbgi_001549_02.jpg,DCIM/jbc/Festuca borderei_dbgi_001549_03.jpg,DCIM/jbc/Festuca borderei_dbgi_001549_04.jpg,DCIM/jbc/Festuca borderei_dbgi_001549_05.jpg,,2574809.735100692,1097974.1213183268,,,,,,,,20250729113154,0009-0006-7011-4195,@mazzarinel,dbgi_001549,POINT (46.032834972287056 7.113309450452281),7.113309450452281,46.032834972287056
Mazzarine Laboureau,Leaf,1,0,Dianthus petraeus,0,,dbgi_001413,DCIM/jbc/Dianthus petraeus_dbgi_001413_01.jpg,DCIM/jbc/Dianthus petraeus_dbgi_001413_02.jpg,DCIM/jbc/Dianthus petraeus_dbgi_001413_03.jpg,DCIM/jbc/Dianthus petraeus_dbgi_001413_04.jpg,DCIM/jbc/Dianthus petraeus_dbgi_001413_05.jpg,,2574810.3828377537,1097973.147224891,,,,,,,,20250729113616,0009-0006-7011-4195,@mazzarinel,dbgi_001413,POINT (46.03282623418604 7.113317868406537),7.113317868406537,46.03282623418604
Mazzarine Laboureau,Leaf,1,0,,1,Eriophorum lanatum,dbgi_001371,DCIM/jbc/Eriophorum lanatum_dbgi_001371_01.jpg,DCIM/jbc/Eriophorum lanatum_dbgi_001371_02.jpg,DCIM/jbc/Eriophorum lanatum_dbgi_001371_03.jpg,DCIM/jbc/Eriophorum lanatum_dbgi_001371_04.jpg,DCIM/jbc/Eriophorum lanatum_dbgi_001371_05.jpg,,2574809.680097207,1097973.268886013,,,,,,,,20250729113801,0009-0006-7011-4195,@mazzarinel,dbgi_001371,POINT (46.032827302266575 7.113308785895385),7.113308785895385,46.032827302266575
Mazzarine Laboureau,Leaf,1,0,Veronica chamaedrys,0,,dbgi_001426,DCIM/jbc/Veronica chamaedrys_dbgi_001426_01.jpg,DCIM/jbc/Veronica chamaedrys_dbgi_001426_02.jpg,DCIM/jbc/Veronica chamaedrys_dbgi_001426_03.jpg,DCIM/jbc/Veronica chamaedrys_dbgi_001426_04.jpg,DCIM/jbc/Veronica chamaedrys_dbgi_001426_05.jpg,,2574808.9073928343,1097973.2323529543,,,,,,,,20250729114113,0009-0006-7011-4195,@mazzarinel,dbgi_001426,POINT (46.03282694470871 7.1132988082967),7.1132988082967,46.03282694470871
Mazzarine Laboureau,Leaf,1,0,,1,Brachypodium sylvaticum,dbgi_001516,DCIM/jbc/Brachypodium sylvaticum_dbgi_001516_01.jpg,DCIM/jbc/Brachypodium sylvaticum_dbgi_001516_02.jpg,DCIM/jbc/Brachypodium sylvaticum_dbgi_001516_03.jpg,DCIM/jbc/Brachypodium sylvaticum_dbgi_001516_04.jpg,DCIM/jbc/Brachypodium sylvaticum_dbgi_001516_05.jpg,,2574808.5727379443,1097973.758632792,,,,,,,,20250729114315,0009-0006-7011-4195,@mazzarinel,dbgi_001516,POINT (46.032831666271896 7.1132944579023745),7.1132944579023745,46.032831666271896
Émilie Lab,Leaf,1,0,Cytisus decumbens,0,,dbgi_001402,DCIM/jbc/Cytisus decumbens_dbgi_001402_01.jpg,DCIM/jbc/Cytisus decumbens_dbgi_001402_02.jpg,DCIM/jbc/Cytisus decumbens_dbgi_001402_03.jpg,DCIM/jbc/Cytisus decumbens_dbgi_001402_04.jpg,DCIM/jbc/Cytisus decumbens_dbgi_001402_05.jpg,,2574776.894869272,1097975.9120983835,,,,,,,,20250729103829,,,dbgi_001402,POINT (46.03284985078927 7.112885218799094),7.112885218799094,46.03284985078927
Émilie Lab,Leaf,1,0,Lonicera etrusca,0,,dbgi_001423,DCIM/jbc/Lonicera etrusca_dbgi_001423_01.jpg,DCIM/jbc/Lonicera etrusca_dbgi_001423_02.jpg,DCIM/jbc/Lonicera etrusca_dbgi_001423_03.jpg,DCIM/jbc/Lonicera etrusca_dbgi_001423_04.jpg,DCIM/jbc/Lonicera etrusca_dbgi_001423_05.jpg,,2574783.782575173,1097978.794828721,,,,,,,,20250729104035,,,dbgi_001423,POINT (46.032876040233106 7.112974019208493),7.112974019208493,46.032876040233106
Émilie Lab,Leaf,1,0,Chamaecytisus purpureus,0,,dbgi_001541,DCIM/jbc/Chamaecytisus purpureus_dbgi_001541_01.jpg,DCIM/jbc/Chamaecytisus purpureus_dbgi_001541_02.jpg,DCIM/jbc/Chamaecytisus purpureus_dbgi_001541_03.jpg,DCIM/jbc/Chamaecytisus purpureus_dbgi_001541_04.jpg,DCIM/jbc/Chamaecytisus purpureus_dbgi_001541_05.jpg,,2574784.784328731,1097978.3375087888,,,,,,,,20250729104353,,,dbgi_001541,POINT (46.03287196400313 7.112986981583615),7.112986981583615,46.03287196400313
Émilie Lab,Leaf,1,0,,1,Santolina hybrida,dbgi_001387,DCIM/jbc/Santolina hybrida_dbgi_001387_01.jpg,DCIM/jbc/Santolina hybrida_dbgi_001387_02.jpg,DCIM/jbc/Santolina hybrida_dbgi_001387_03.jpg,DCIM/jbc/Santolina hybrida_dbgi_001387_04.jpg,DCIM/jbc/Santolina hybrida_dbgi_001387_05.jpg,,2574786.8225613018,1097978.734633831,,,,,,,,20250729104627,,,dbgi_001387,POINT (46.0328756126769 7.1130132842385425),7.1130132842385425,46.0328756126769
Émilie Lab,Leaf,1,0,Gentiana dinarica,0,,dbgi_001526,DCIM/jbc/Gentiana dinarica_dbgi_001526_01.jpg,DCIM/jbc/Gentiana dinarica_dbgi_001526_02.jpg,DCIM/jbc/Gentiana dinarica_dbgi_001526_03.jpg,DCIM/jbc/Gentiana dinarica_dbgi_001526_04.jpg,DCIM/jbc/Gentiana dinarica_dbgi_001526_05.jpg,,2574786.9066425003,1097978.5453061566,,,,,,,,20250729104840,,,dbgi_001526,POINT (46.03287391275131 7.113014380343255),7.113014380343255,46.03287391275131
Émilie Lab,Leaf,1,0,Alchemilla conjuncta,0,,dbgi_001422,DCIM/jbc/Alchemilla conjuncta_dbgi_001422_01.jpg,DCIM/jbc/Alchemilla conjuncta_dbgi_001422_02.jpg,DCIM/jbc/Alchemilla conjuncta_dbgi_001422_03.jpg,DCIM/jbc/Alchemilla conjuncta_dbgi_001422_04.jpg,DCIM/jbc/Alchemilla conjuncta_dbgi_001422_05.jpg,,2574784.6430865983,1097979.9513651822,,,,,,,,20250729105158,,,dbgi_001422,POINT (46.0328864759778 7.112985070591468),7.112985070591468,46.0328864759778
Émilie Lab,Leaf,1,0,Geranium endressii,0,,dbgi_001412,DCIM/jbc/Geranium endressii_dbgi_001412_01.jpg,DCIM/jbc/Geranium endressii_dbgi_001412_02.jpg,DCIM/jbc/Geranium endressii_dbgi_001412_03.jpg,DCIM/jbc/Geranium endressii_dbgi_001412_04.jpg,DCIM/jbc/Geranium endressii_dbgi_001412_05.jpg,,2574782.573373869,1097979.9367072857,,,,,,,,20250729105406,,,dbgi_001412,POINT (46.03288626655876 7.112958340782876),7.112958340782876,46.03288626655876
Émilie Lab,Leaf,1,0,Convallaria majalis,0,,dbgi_001373,DCIM/jbc/Convallaria majalis_dbgi_001373_01.jpg,DCIM/jbc/Convallaria majalis_dbgi_001373_02.jpg,DCIM/jbc/Convallaria majalis_dbgi_001373_03.jpg,DCIM/jbc/Convallaria majalis_dbgi_001373_04.jpg,DCIM/jbc/Convallaria majalis_dbgi_001373_05.jpg,,2574781.1369298785,1097983.0695461268,,,,,,,,20250729105603,,,dbgi_001373,POINT (46.032914393829444 7.112939620345482),7.112939620345482,46.032914393829444
Émilie Lab,Leaf,1,0,Gypsophila tenuifolia,0,,dbgi_001377,DCIM/jbc/Gypsophila tenuifolia_dbgi_001377_01.jpg,DCIM/jbc/Gypsophila tenuifolia_dbgi_001377_02.jpg,DCIM/jbc/Gypsophila tenuifolia_dbgi_001377_03.jpg,DCIM/jbc/Gypsophila tenuifolia_dbgi_001377_04.jpg,DCIM/jbc/Gypsophila tenuifolia_dbgi_001377_05.jpg,,2574785.32404354,1097976.6098166285,,,,,,,,20250729105921,,,dbgi_001377,POINT (46.03285644296378 7.112994045020917),7.112994045020917,46.03285644296378
Émilie Lab,Leaf,1,0,Dactylorhiza maculata,0,,dbgi_001532,DCIM/jbc/Dactylorhiza maculata_dbgi_001532_01.jpg,DCIM/jbc/Dactylorhiza maculata_dbgi_001532_02.jpg,DCIM/jbc/Dactylorhiza maculata_dbgi_001532_03.jpg,DCIM/jbc/Dactylorhiza maculata_dbgi_001532_04.jpg,DCIM/jbc/Dactylorhiza maculata_dbgi_001532_05.jpg,,2574788.807288217,1097978.980745215,,,,,,,,20250729110547,,,dbgi_001532,POINT (46.032877900913014 7.113038903988766),7.113038903988766,46.032877900913014
Émilie Lab,Leaf,1,0,,1,Iris variegata,dbgi_001382,DCIM/jbc/Iris variegata_dbgi_001382_01.jpg,DCIM/jbc/Iris variegata_dbgi_001382_02.jpg,DCIM/jbc/Iris variegata_dbgi_001382_03.jpg,DCIM/jbc/Iris variegata_dbgi_001382_04.jpg,DCIM/jbc/Iris variegata_dbgi_001382_05.jpg,,2574787.248910988,1097980.931831068,,,,,,,,20250729110722,,,dbgi_001382,POINT (46.03289539329895 7.1130186723895),7.1130186723895,46.03289539329895
Émilie Lab,Leaf,1,0,Chamaecytisus hirsutus,0,,dbgi_001408,DCIM/jbc/Chamaecytisus hirsutus_dbgi_001408_01.jpg,DCIM/jbc/Chamaecytisus hirsutus_dbgi_001408_02.jpg,DCIM/jbc/Chamaecytisus hirsutus_dbgi_001408_03.jpg,DCIM/jbc/Chamaecytisus hirsutus_dbgi_001408_04.jpg,DCIM/jbc/Chamaecytisus hirsutus_dbgi_001408_05.jpg,,2574789.520140196,1097983.2817864292,,,,,,,,20250729110928,,,dbgi_001408,POINT (46.03291661716575 7.113047879187958),7.113047879187958,46.03291661716575
Émilie Lab,Leaf,1,0,Eryngium alpinum,0,,dbgi_001544,DCIM/jbc/Eryngium alpinum_dbgi_001544_01.jpg,DCIM/jbc/Eryngium alpinum_dbgi_001544_02.jpg,DCIM/jbc/Eryngium alpinum_dbgi_001544_03.jpg,DCIM/jbc/Eryngium alpinum_dbgi_001544_04.jpg,DCIM/jbc/Eryngium alpinum_dbgi_001544_05.jpg,,2574790.6732691843,1097988.433104043,,,,,,,,20250729111329,,,dbgi_001544,POINT (46.03296299848144 7.113062494901392),7.113062494901392,46.03296299848144
Émilie Lab,Leaf,1,0,,1,Angelica archangelia,dbgi_001418,DCIM/jbc/Angelica archangelia_dbgi_001418_01.jpg,DCIM/jbc/Angelica archangelia_dbgi_001418_02.jpg,DCIM/jbc/Angelica archangelia_dbgi_001418_03.jpg,DCIM/jbc/Angelica archangelia_dbgi_001418_04.jpg,DCIM/jbc/Angelica archangelia_dbgi_001418_05.jpg,,2574790.2511360147,1097986.3973531495,,,,,,,,20250729111547,,,dbgi_001418,POINT (46.032944670292174 7.11305715250013),7.11305715250013,46.032944670292174
Émilie Lab,Leaf,1,0,Luzula nivea,0,,dbgi_001569,DCIM/jbc/Luzula nivea_dbgi_001569_01.jpg,DCIM/jbc/Luzula nivea_dbgi_001569_02.jpg,DCIM/jbc/Luzula nivea_dbgi_001569_03.jpg,DCIM/jbc/Luzula nivea_dbgi_001569_04.jpg,DCIM/jbc/Luzula nivea_dbgi_001569_05.jpg,,2574787.09079414,1097986.764370869,,,,,,,,20250729112033,,,dbgi_001569,POINT (46.03294785334481 7.11301631650274),7.11301631650274,46.03294785334481
Émilie Lab,Leaf,1,0,Campanula alliariifolia,0,,dbgi_001530,DCIM/jbc/Campanula alliariifolia_dbgi_001530_01.jpg,DCIM/jbc/Campanula alliariifolia_dbgi_001530_02.jpg,DCIM/jbc/Campanula alliariifolia_dbgi_001530_03.jpg,DCIM/jbc/Campanula alliariifolia_dbgi_001530_04.jpg,DCIM/jbc/Campanula alliariifolia_dbgi_001530_05.jpg,,2574789.851877899,1097985.7099799155,,,,,,,,20250729112612,,,dbgi_001530,POINT (46.03293847214277 7.113052033002703),7.113052033002703,46.03293847214277
Émilie Lab,Leaf,1,0,Symphoricarpos albus,0,,dbgi_001363,DCIM/jbc/Symphoricarpos albus_dbgi_001363_01.jpg,DCIM/jbc/Symphoricarpos albus_dbgi_001363_02.jpg,DCIM/jbc/Symphoricarpos albus_dbgi_001363_03.jpg,DCIM/jbc/Symphoricarpos albus_dbgi_001363_04.jpg,DCIM/jbc/Symphoricarpos albus_dbgi_001363_05.jpg,,2574786.4050628147,1097986.714465729,,,,,,,,20250729112805,,,dbgi_001363,POINT (46.03294737873295 7.113007462872352),7.113007462872352,46.03294737873295
Émilie Lab,Leaf,1,0,,1,Pulmonaria australis,dbgi_001550,DCIM/jbc/Pulmonaria australis_dbgi_001550_01.jpg,DCIM/jbc/Pulmonaria australis_dbgi_001550_02.jpg,DCIM/jbc/Pulmonaria australis_dbgi_001550_03.jpg,DCIM/jbc/Pulmonaria australis_dbgi_001550_04.jpg,DCIM/jbc/Pulmonaria australis_dbgi_001550_05.jpg,,2574789.2654476324,1097987.060332556,,,,,,,,20250729113010,,,dbgi_001550,POINT (46.03295059711935 7.113044386533533),7.113044386533533,46.03295059711935
Émilie Lab,Leaf,1,0,Hypericum coris,0,,dbgi_001546,DCIM/jbc/Hypericum coris_dbgi_001546_01.jpg,DCIM/jbc/Hypericum coris_dbgi_001546_02.jpg,DCIM/jbc/Hypericum coris_dbgi_001546_03.jpg,DCIM/jbc/Hypericum coris_dbgi_001546_04.jpg,DCIM/jbc/Hypericum coris_dbgi_001546_05.jpg,,2574783.6864547515,1097987.846889026,,,,,,,,20250729113257,,,dbgi_001546,POINT (46.032957463444085 7.112972290739833),7.112972290739833,46.032957463444085
Émilie Lab,Leaf,1,0,Micromeria croatica,0,,dbgi_001362,DCIM/jbc/Micromeria croatica_dbgi_001362_01.jpg,DCIM/jbc/Micromeria croatica_dbgi_001362_02.jpg,DCIM/jbc/Micromeria croatica_dbgi_001362_03.jpg,DCIM/jbc/Micromeria croatica_dbgi_001362_04.jpg,DCIM/jbc/Micromeria croatica_dbgi_001362_05.jpg,,2574783.1523124035,1097988.2288211142,,,,,,,,20250729113526,,,dbgi_001362,POINT (46.03296087905425 7.112965371665023),7.112965371665023,46.03296087905425
Émilie Lab,Leaf,1,0,Androsace sarmentosa,0,,dbgi_001586,DCIM/jbc/Androsace sarmentosa_dbgi_001586_01.jpg,DCIM/jbc/Androsace sarmentosa_dbgi_001586_02.jpg,DCIM/jbc/Androsace sarmentosa_dbgi_001586_03.jpg,DCIM/jbc/Androsace sarmentosa_dbgi_001586_04.jpg,DCIM/jbc/Androsace sarmentosa_dbgi_001586_05.jpg,,2574784.121398413,1097990.0426719328,,,,,,,,20250729113739,,,dbgi_001586,POINT (46.03297723166792 7.11297778995256),7.11297778995256,46.03297723166792
Émilie Lab,Leaf,1,0,Satureja montana,0,,dbgi_001417,DCIM/jbc/Satureja montana_dbgi_001417_01.jpg,DCIM/jbc/Satureja montana_dbgi_001417_02.jpg,DCIM/jbc/Satureja montana_dbgi_001417_03.jpg,DCIM/jbc/Satureja montana_dbgi_001417_04.jpg,DCIM/jbc/Satureja montana_dbgi_001417_05.jpg,,2574781.009267668,1097987.6114289418,,,,,,,,20250729113940,,,dbgi_001417,POINT (46.03295524505211 7.112937727161448),7.112937727161448,46.03295524505211
